"cnty"	"dist"	"schl"	"cntyname"	"distname"	"schlname"	"DFG"	"ttltstd"	"ttlpapnum"	"percpass"	"percpassdfg"	"diff"
"13"	"3570"	"070"	"ESSEX     "	"NEWARK"	"WEEQUAHIC H.S."	"A "	254.00	138.00	54.33	51.53	2.79
"13"	"3570"	"080"	"ESSEX     "	"NEWARK"	"WEST SIDE H.S."	"A "	315.00	137.98	43.80	51.53	-7.72
"13"	"3570"	"087"	"ESSEX     "	"NEWARK"	"AMERICAN HISTORY HIGH"	"A "	118.00	99.06	83.95	51.53	32.41
"13"	"3570"	"170"	"ESSEX     "	"NEWARK"	"ABINGTON AVE             "	"A "	986.00	495.87	50.29	51.53	-1.24
"13"	"3570"	"180"	"ESSEX     "	"NEWARK"	"ALEXANDER ST             "	"A "	766.00	304.99	39.81	51.53	-11.71
"13"	"3570"	"200"	"ESSEX     "	"NEWARK"	"ANN ST                   "	"A "	1810.00	1480.73	81.80	51.53	30.27
"13"	"3570"	"220"	"ESSEX     "	"NEWARK"	"AVON AVE                 "	"A "	818.00	280.84	34.33	51.53	-17.20
"13"	"3570"	"225"	"ESSEX     "	"NEWARK"	"BELMONT RUNYON           "	"A "	709.00	226.00	31.87	51.53	-19.65
"13"	"3570"	"250"	"ESSEX     "	"NEWARK"	"BRAGAW AVE               "	"A "	541.00	221.03	40.85	51.53	-10.67
"13"	"3570"	"270"	"ESSEX     "	"NEWARK"	"BRANCH BROOK H. "	"A "	139.00	117.97	84.87	51.53	33.34
"13"	"3570"	"290"	"ESSEX     "	"NEWARK"	"BRUCE STREET"	"A "	0.00	0.00		51.53	
"13"	"3570"	"300"	"ESSEX     "	"NEWARK"	"BURNET ST                "	"A "	319.00	108.02	33.86	51.53	-17.67
"13"	"3570"	"301"	"ESSEX     "	"NEWARK"	"LUIS MUNOZ MARIN MIDDLE  "	"A "	1435.00	591.05	41.18	51.53	-10.34
"13"	"3570"	"302"	"ESSEX     "	"NEWARK"	"NEWARK LEADERSHIP ACADEMY"	"A "	0.00	0.00		51.53	
"13"	"3570"	"304"	"ESSEX     "	"NEWARK"	"BARD EARLY COLLEGE HS"	"A "	72.00	55.00	76.40	51.53	24.86
"13"	"3570"	"305"	"ESSEX     "	"NEWARK"	"NEWARK BRIDGES HS"	"A "	34.00	14.99	44.10	51.53	-7.43
"13"	"3570"	"310"	"ESSEX     "	"NEWARK"	"CAMDEN STREET E.S. "	"A "	594.00	170.93	28.77	51.53	-22.75
"13"	"3570"	"330"	"ESSEX     "	"NEWARK"	"CHANCELLOR AVE           "	"A "	547.00	234.03	42.78	51.53	-8.75
"13"	"3570"	"350"	"ESSEX     "	"NEWARK"	"CLEVELAND                "	"A "	434.00	161.94	37.31	51.53	-14.22
"13"	"3570"	"370"	"ESSEX     "	"NEWARK"	"DAYTON ST                "	"A "	248.00	77.03	31.06	51.53	-20.47
"13"	"3570"	"380"	"ESSEX     "	"NEWARK"	"EIGHTEENTH AVE           "	"A "	295.00	70.95	24.05	51.53	-27.48
"13"	"3570"	"390"	"ESSEX     "	"NEWARK"	"ELLIOTT STREET E.S. "	"A "	460.00	213.90	46.50	51.53	-5.03
"13"	"3570"	"410"	"ESSEX     "	"NEWARK"	"FIRST AVENUE             "	"A "	1484.00	901.94	60.77	51.53	9.24
"13"	"3570"	"415"	"ESSEX     "	"NEWARK"	"DR E ALMA FLAGG          "	"A "	819.00	300.07	36.63	51.53	-14.89
"13"	"3570"	"420"	"ESSEX     "	"NEWARK"	"FOURTEENTH AVENUE E.S. "	"A "	159.00	118.93	74.80	51.53	23.26
"13"	"3570"	"430"	"ESSEX     "	"NEWARK"	"FRANKLIN E.S. "	"A "	476.00	232.04	48.74	51.53	-2.78
"13"	"3570"	"435"	"ESSEX     "	"NEWARK"	"GEORGE WASHINGTON CARVER "	"A "	841.00	233.95	27.81	51.53	-23.71
"13"	"3570"	"440"	"ESSEX     "	"NEWARK"	"DR WILLIAM H HORTON      "	"A "	1314.00	457.05	34.78	51.53	-16.75
"13"	"3570"	"455"	"ESSEX     "	"NEWARK"	"HARRIET TUBMAN           "	"A "	310.00	186.93	60.30	51.53	8.76
"13"	"3570"	"460"	"ESSEX     "	"NEWARK"	"HAWKINS ST               "	"A "	676.00	235.89	34.89	51.53	-16.63
"13"	"3570"	"470"	"ESSEX     "	"NEWARK"	"HAWTHORNE AVE            "	"A "	526.00	186.97	35.54	51.53	-15.98
"13"	"3570"	"480"	"ESSEX     "	"NEWARK"	"LAFAYETTE ST             "	"A "	1209.00	871.97	72.12	51.53	20.58
"13"	"3570"	"490"	"ESSEX     "	"NEWARK"	"LINCOLN                  "	"A "	631.00	262.00	41.52	51.53	-10.01
"13"	"3570"	"495"	"ESSEX     "	"NEWARK"	"LOUISE A. SPENCER        "	"A "	880.00	358.12	40.69	51.53	-10.83
"13"	"3570"	"500"	"ESSEX     "	"NEWARK"	"MADISON ELEM.            "	"A "	496.00	140.97	28.42	51.53	-23.11
"13"	"3570"	"510"	"ESSEX     "	"NEWARK"	"MAPLE AVE SCHOOL         "	"A "	681.00	242.98	35.68	51.53	-15.85
"13"	"3570"	"517"	"ESSEX     "	"NEWARK"	"MARTIN LUTHER KING JR    "	"A "	563.00	151.00	26.82	51.53	-24.71
"13"	"3570"	"520"	"ESSEX     "	"NEWARK"	"MCKINLEY                 "	"A "	1122.00	468.09	41.71	51.53	-9.81
"13"	"3570"	"530"	"ESSEX     "	"NEWARK"	"MILLER ST                "	"A "	622.00	331.10	53.23	51.53	1.69
"13"	"3570"	"565"	"ESSEX     "	"NEWARK"	"IVY HILL ELEMENTARY"	"A "	788.00	352.06	44.67	51.53	-6.85
"13"	"3570"	"570"	"ESSEX     "	"NEWARK"	"MT VERNON                "	"A "	915.00	568.99	62.18	51.53	10.64
"13"	"3570"	"575"	"ESSEX     "	"NEWARK"	"RAFAEL HERNANDEZ SCHOOL  "	"A "	1013.00	349.12	34.46	51.53	-17.07
"13"	"3570"	"580"	"ESSEX     "	"NEWARK"	"NEWTON ST                "	"A "	340.00	137.95	40.57	51.53	-10.95
"13"	"3570"	"581"	"ESSEX     "	"NEWARK"	"NEW PARK SCHOOL"	"A "	979.00	644.95	65.87	51.53	14.34
"13"	"3570"	"590"	"ESSEX     "	"NEWARK"	"OLIVER ST                "	"A "	1306.00	913.85	69.97	51.53	18.43
"13"	"3570"	"600"	"ESSEX     "	"NEWARK"	"PESHINE AVE              "	"A "	557.00	219.07	39.33	51.53	-12.20
"13"	"3570"	"605"	"ESSEX     "	"NEWARK"	"QUITMAN COMMUNITY SCHOOL "	"A "	567.00	170.04	29.98	51.53	-21.54
"13"	"3570"	"610"	"ESSEX     "	"NEWARK"	"RIDGE ST                 "	"A "	903.00	649.98	71.98	51.53	20.44
"13"	"3570"	"615"	"ESSEX     "	"NEWARK"	"ROBERTO CLEMENTE E.S. "	"A "	512.00	238.82	46.64	51.53	-4.88
"13"	"3570"	"630"	"ESSEX     "	"NEWARK"	"ROSEVILLE AVENUE E.S. "	"A "	150.00	72.99	48.66	51.53	-2.87
"13"	"3570"	"635"	"ESSEX     "	"NEWARK"	"SAMUEL BERLINER"	"A "	0.00	0.00		51.53	
"13"	"3570"	"640"	"ESSEX     "	"NEWARK"	"SOUTH ST                 "	"A "	347.00	168.98	48.69	51.53	-2.83
"13"	"3570"	"670"	"ESSEX     "	"NEWARK"	"SOUTH SEVENTEENTH ST     "	"A "	632.00	271.16	42.90	51.53	-8.62
"13"	"3570"	"690"	"ESSEX     "	"NEWARK"	"SPEEDWAY AVENUE E.S. "	"A "	520.00	117.01	22.50	51.53	-29.03
"13"	"3570"	"710"	"ESSEX     "	"NEWARK"	"SUSSEX AVE               "	"A "	560.00	246.98	44.10	51.53	-7.43
"13"	"3570"	"715"	"ESSEX     "	"NEWARK"	"THIRTEENTH AVE           "	"A "	673.00	160.07	23.78	51.53	-27.75
"13"	"3570"	"750"	"ESSEX     "	"NEWARK"	"WILSON AVE               "	"A "	1100.00	747.20	67.92	51.53	16.39
"13"	"3630"	"   "	"ESSEX     "	"NORTH CALDWELL BORO"	""	"J "	847.00	800.01	94.45	92.25	2.19
"13"	"3630"	"050"	"ESSEX     "	"NORTH CALDWELL BORO"	"GOULD/MOUNTAIN SCHOOL    "	"J "	669.00	631.00	94.32	92.25	2.06
"13"	"3630"	"060"	"ESSEX     "	"NORTH CALDWELL BORO"	"GRANDVIEW E.S. "	"J "	178.00	169.01	94.95	92.25	2.69
"13"	"3750"	"   "	"ESSEX     "	"NUTLEY"	""	"FG"	4661.00	3892.38	83.50	78.80	4.70
"13"	"3750"	"050"	"ESSEX     "	"NUTLEY"	"NUTLEY H.S."	"FG"	714.00	656.25	91.91	78.80	13.11
"13"	"3750"	"060"	"ESSEX     "	"NUTLEY"	"JOHN H WALKER MIDDLE SCHOOL   "	"FG"	1258.00	1004.10	79.81	78.80	1.01
"13"	"3750"	"070"	"ESSEX     "	"NUTLEY"	"LINCOLN                  "	"FG"	609.00	434.92	71.41	78.80	-7.38
"13"	"3750"	"080"	"ESSEX     "	"NUTLEY"	"RADCLIFFE                "	"FG"	421.00	382.05	90.74	78.80	11.94
"13"	"3750"	"090"	"ESSEX     "	"NUTLEY"	"SPRING GARDEN            "	"FG"	484.00	413.09	85.34	78.80	6.54
"13"	"3750"	"100"	"ESSEX     "	"NUTLEY"	"WASHINGTON               "	"FG"	518.00	446.07	86.11	78.80	7.31
"13"	"3750"	"110"	"ESSEX     "	"NUTLEY"	"YANTACAW                 "	"FG"	657.00	556.06	84.63	78.80	5.83
"13"	"3880"	"   "	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	""	"A "	5028.00	2570.38	51.12	51.53	-0.41
"13"	"3880"	"050"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"ORANGE H.S."	"A "	390.00	237.02	60.77	51.53	9.24
"13"	"3880"	"070"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"CLEVELAND ST             "	"A "	366.00	222.01	60.65	51.53	9.12
"13"	"3880"	"080"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"FOREST ST                "	"A "	410.00	201.97	49.26	51.53	-2.27
"13"	"3880"	"090"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"HEYWOOD AVE              "	"A "	534.00	307.02	57.49	51.53	5.95
"13"	"3880"	"100"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"LINCOLN AVE              "	"A "	819.00	362.04	44.20	51.53	-7.32
"13"	"3880"	"105"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"MAIN STREET SCHOOL       "	"A "	1031.00	499.96	48.49	51.53	-3.04
"13"	"3880"	"110"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"OAKWOOD AVE              "	"A "	299.00	117.99	39.46	51.53	-12.07
"13"	"3880"	"115"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"ORANGE MIDDLE            "	"A "	575.00	271.16	47.15	51.53	-4.37
"13"	"3880"	"120"	"ESSEX     "	"ORANGE TOWNSHIP, CITY OF"	"PARK AVE                 "	"A "	602.00	351.01	58.30	51.53	6.77
"13"	"4530"	"   "	"ESSEX     "	"ROSELAND BORO"	""	"I "	649.00	559.90	86.27	87.55	-1.28
"13"	"4530"	"020"	"ESSEX     "	"ROSELAND BORO"	"LESTER C NOECKER         "	"I "	649.00	559.90	86.27	87.55	-1.28
"13"	"4900"	"   "	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	""	"I "	7457.00	6272.75	84.11	87.55	-3.43
"13"	"4900"	"030"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"COLUMBIA SENIOR H.S."	"I "	898.00	790.24	88.00	87.55	0.44
"13"	"4900"	"040"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"MAPLEWOOD MIDDLE         "	"I "	1510.00	1203.77	79.72	87.55	-7.83
"13"	"4900"	"050"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"SOUTH ORANGE MIDDLE      "	"I "	1329.00	1109.70	83.49	87.55	-4.05
"13"	"4900"	"060"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"CLINTON                  "	"I "	504.00	400.01	79.36	87.55	-8.18
"13"	"4900"	"090"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"JEFFERSON                "	"I "	1056.00	916.08	86.75	87.55	-0.80
"13"	"4900"	"130"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"SETH BOYDEN              "	"I "	665.00	547.15	82.27	87.55	-5.27
"13"	"4900"	"140"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"SOUTH MOUNTAIN/ANNEX     "	"I "	771.00	690.10	89.50	87.55	1.95
"13"	"4900"	"150"	"ESSEX     "	"SOUTH ORANGE-MAPLEWOOD"	"TUSCAN                   "	"I "	720.00	613.99	85.27	87.55	-2.27
"13"	"5370"	"   "	"ESSEX     "	"VERONA"	""	"I "	2614.00	2263.15	86.57	87.55	-0.97
"13"	"5370"	"050"	"ESSEX     "	"VERONA"	"VERONA H.S."	"I "	294.00	275.03	93.55	87.55	5.99
"13"	"5370"	"070"	"ESSEX     "	"VERONA"	"BROOKDALE AVENUE E.S. "	"I "	185.00	176.93	95.64	87.55	8.08
"13"	"5370"	"080"	"ESSEX     "	"VERONA"	"F.N. BROWN E.S. "	"I "	255.00	199.09	78.07	87.55	-9.47
"13"	"5370"	"090"	"ESSEX     "	"VERONA"	"FOREST AVENUE E.S. "	"I "	262.00	232.03	88.56	87.55	1.00
"13"	"5370"	"095"	"ESSEX     "	"VERONA"	"HENRY B WHITEHORNE MIDDLE"	"I "	1327.00	1135.21	85.54	87.55	-2.00
"13"	"5370"	"100"	"ESSEX     "	"VERONA"	"LANING AVENUE E.S. "	"I "	291.00	245.04	84.20	87.55	-3.34
"13"	"5630"	"   "	"ESSEX     "	"WEST ESSEX REGIONAL"	""	"I "	1699.00	1492.81	87.86	87.55	0.31
"13"	"5630"	"050"	"ESSEX     "	"WEST ESSEX REGIONAL"	"WEST ESSEX SHS"	"I "	517.00	484.13	93.64	87.55	6.09
"13"	"5630"	"070"	"ESSEX     "	"WEST ESSEX REGIONAL"	"WEST ESSEX JR. HIGH      "	"I "	1182.00	1008.68	85.33	87.55	-2.21
"13"	"5680"	"   "	"ESSEX     "	"WEST ORANGE"	""	"GH"	7354.00	5578.52	75.85	82.71	-6.85
"13"	"5680"	"050"	"ESSEX     "	"WEST ORANGE"	"WEST ORANGE H.S."	"GH"	964.00	798.67	82.85	82.71	0.13
"13"	"5680"	"070"	"ESSEX     "	"WEST ORANGE"	"EDISON MIDDLE            "	"GH"	959.00	643.08	67.05	82.71	-15.65
"13"	"5680"	"090"	"ESSEX     "	"WEST ORANGE"	"ROOSEVELT MIDDLE         "	"GH"	891.00	614.01	68.91	82.71	-13.79
"13"	"5680"	"120"	"ESSEX     "	"WEST ORANGE"	"GREGORY                  "	"GH"	603.00	517.04	85.74	82.71	3.03
"13"	"5680"	"130"	"ESSEX     "	"WEST ORANGE"	"HAZEL AVE                "	"GH"	447.00	351.09	78.54	82.71	-4.16
"13"	"5680"	"135"	"ESSEX     "	"WEST ORANGE"	"LIBERTY MIDDLE"	"GH"	1099.00	708.07	64.42	82.71	-18.28
"13"	"5680"	"140"	"ESSEX     "	"WEST ORANGE"	"MOUNT PLEASANT ELEM      "	"GH"	492.00	421.03	85.57	82.71	2.86
"13"	"5680"	"150"	"ESSEX     "	"WEST ORANGE"	"PLEASANTDALE             "	"GH"	390.00	267.01	68.46	82.71	-14.24
"13"	"5680"	"160"	"ESSEX     "	"WEST ORANGE"	"REDWOOD                  "	"GH"	575.00	514.03	89.39	82.71	6.68
"13"	"5680"	"170"	"ESSEX     "	"WEST ORANGE"	"ST CLOUD                 "	"GH"	467.00	405.94	86.92	82.71	4.21
"13"	"5680"	"180"	"ESSEX     "	"WEST ORANGE"	"WASHINGTON               "	"GH"	467.00	338.08	72.39	82.71	-10.31
"15"	"0860"	"   "	"GLOUCESTER"	"CLAYTON"	""	"CD"	1472.00	988.38	67.14	68.63	-1.49
"15"	"0860"	"030"	"GLOUCESTER"	"CLAYTON"	"CLAYTON H.S."	"CD"	160.00	128.08	80.05	68.63	11.41
"15"	"0860"	"040"	"GLOUCESTER"	"CLAYTON"	"HERMA S. SIMMONS ELEM    "	"CD"	686.00	479.19	69.85	68.63	1.21
"15"	"0860"	"045"	"GLOUCESTER"	"CLAYTON"	"CLAYTON MIDDLE           "	"CD"	626.00	381.10	60.87	68.63	-7.75
"15"	"0870"	"   "	"GLOUCESTER"	"CLEARVIEW REGIONAL"	""	"FG"	2489.00	1987.63	79.85	78.80	1.05
"15"	"0870"	"020"	"GLOUCESTER"	"CLEARVIEW REGIONAL"	"CLEARVIEW HIGH"	"FG"	681.00	639.17	93.85	78.80	15.05
"15"	"0870"	"030"	"GLOUCESTER"	"CLEARVIEW REGIONAL"	"CLEARVIEW REG MIDDLE SCH "	"FG"	1808.00	1348.46	74.58	78.80	-4.21
"15"	"1100"	"   "	"GLOUCESTER"	"DEPTFORD TOWNSHIP"	""	"CD"	4713.00	3528.84	74.87	68.63	6.23
"15"	"1100"	"040"	"GLOUCESTER"	"DEPTFORD TOWNSHIP"	"DEPTFORD TWP HIGH"	"CD"	493.00	409.13	82.98	68.63	14.34
"15"	"1100"	"045"	"GLOUCESTER"	"DEPTFORD TOWNSHIP"	"MONONGAHELA MIDDLE SCHOOL"	"CD"	1292.00	978.35	75.72	68.63	7.08
"15"	"1100"	"090"	"GLOUCESTER"	"DEPTFORD TOWNSHIP"	"GOOD INTENT              "	"CD"	699.00	486.89	69.65	68.63	1.01
"15"	"1100"	"105"	"GLOUCESTER"	"DEPTFORD TOWNSHIP"	"LAKE TRACT               "	"CD"	872.00	656.08	75.23	68.63	6.59
"15"	"1100"	"120"	"GLOUCESTER"	"DEPTFORD TOWNSHIP"	"OAK VALLEY               "	"CD"	683.00	529.07	77.46	68.63	8.82
"15"	"1100"	"140"	"GLOUCESTER"	"DEPTFORD TOWNSHIP"	"SHADY LANE               "	"CD"	674.00	469.06	69.59	68.63	0.95
"15"	"1180"	"   "	"GLOUCESTER"	"EAST GREENWICH TWP"	""	"FG"	1287.00	1041.89	80.95	78.80	2.15
"15"	"1180"	"045"	"GLOUCESTER"	"EAST GREENWICH TWP"	"SAMUEL MICKLE SCHOOL     "	"FG"	1287.00	1041.89	80.95	78.80	2.15
"15"	"1330"	"   "	"GLOUCESTER"	"ELK TWP"	""	"B "	451.00	303.91	67.38	63.76	3.61
"15"	"1330"	"010"	"GLOUCESTER"	"ELK TWP"	"AURA                     "	"B "	451.00	303.91	67.38	63.76	3.61
"15"	"1590"	"   "	"GLOUCESTER"	"FRANKLIN TWP"	""	"CD"	1842.00	1388.05	75.35	68.63	6.71
"15"	"1590"	"070"	"GLOUCESTER"	"FRANKLIN TWP"	"CAROLINE L REUTTER SCHOOL"	"CD"	954.00	736.98	77.25	68.63	8.61
"15"	"1590"	"095"	"GLOUCESTER"	"FRANKLIN TWP"	"MAIN ROAD SCHOOL         "	"CD"	866.00	642.12	74.14	68.63	5.50
"15"	"1715"	"   "	"GLOUCESTER"	"GATEWAY REGIONAL"	""	"CD"	956.00	708.08	74.06	68.63	5.42
"15"	"1715"	"050"	"GLOUCESTER"	"GATEWAY REGIONAL"	"GATEWAY REG HIGH SCHOOL  "	"CD"	689.00	468.22	67.95	68.63	-0.68
"15"	"1715"	"050"	"GLOUCESTER"	"GATEWAY REGIONAL"	"GATEWAY REGIONAL H.S."	"CD"	267.00	239.85	89.83	68.63	21.19
"15"	"1730"	"   "	"GLOUCESTER"	"GLASSBORO"	""	"B "	2319.00	1382.86	59.63	63.76	-4.13
"15"	"1730"	"050"	"GLOUCESTER"	"GLASSBORO"	"GLASSBORO H.S."	"B "	298.00	226.03	75.85	63.76	12.08
"15"	"1730"	"065"	"GLOUCESTER"	"GLASSBORO"	"DOROTHY L. BULLOCK SCHOOL "	"B "	338.00	199.92	59.15	63.76	-4.61
"15"	"1730"	"078"	"GLOUCESTER"	"GLASSBORO"	"GLASSBORO INTERMEDIATE   "	"B "	631.00	343.69	54.46	63.76	-9.30
"15"	"1730"	"090"	"GLOUCESTER"	"GLASSBORO"	"THOMAS E BOWE            "	"B "	1052.00	613.20	58.28	63.76	-5.47
"15"	"1775"	"   "	"GLOUCESTER"	"GLOUCESTER CO VOC TECH"	""	"V "	555.00	512.98	92.42	87.99	4.43
"15"	"1775"	"010"	"GLOUCESTER"	"GLOUCESTER CO VOC TECH"	"GLOUCESTER COUNTY VOC-TEC"	"V "	555.00	512.98	92.42	87.99	4.43
"15"	"1830"	"   "	"GLOUCESTER"	"GREENWICH TWP"	""	"DE"	746.00	546.09	73.20	75.81	-2.61
"15"	"1830"	"050"	"GLOUCESTER"	"GREENWICH TWP"	"GREENWICH TOWNSHIP E.S. "	"DE"	288.00	193.98	67.35	75.81	-8.45
"15"	"1830"	"060"	"GLOUCESTER"	"GREENWICH TWP"	"NEHAUNSEY MIDDLE SCHOOL  "	"DE"	458.00	352.11	76.88	75.81	1.06
"15"	"2070"	"   "	"GLOUCESTER"	"HARRISON TWP"	""	"GH"	1914.00	1582.93	82.70	82.71	-8.47890291210263e-03
"15"	"2070"	"050"	"GLOUCESTER"	"HARRISON TWP"	"HARRISON TOWNSHIP E.S. "	"GH"	413.00	327.94	79.40	82.71	-3.30
"15"	"2070"	"080"	"GLOUCESTER"	"HARRISON TWP"	"PLEASANT VALLEY SCHOOL   "	"GH"	1491.00	1249.80	83.82	82.71	1.11
"15"	"2440"	"   "	"GLOUCESTER"	"KINGSWAY REGIONAL HIGH"	""	"FG"	2319.00	1829.01	78.87	78.80	0.06
"15"	"2440"	"050"	"GLOUCESTER"	"KINGSWAY REGIONAL HIGH"	"KINGSWAY REGIONAL H.S."	"FG"	758.00	662.11	87.35	78.80	8.54
"15"	"2440"	"060"	"GLOUCESTER"	"KINGSWAY REGIONAL HIGH"	"KINGSWAY REG MIDDLE      "	"FG"	1561.00	1166.90	74.75	78.80	-4.04
"15"	"2750"	"   "	"GLOUCESTER"	"LOGAN TWP"	""	"FG"	1225.00	901.97	73.63	78.80	-5.17
"15"	"2750"	"040"	"GLOUCESTER"	"LOGAN TWP"	"LOGAN ELEM SCHOOL        "	"FG"	1225.00	901.97	73.63	78.80	-5.17
"15"	"2990"	"   "	"GLOUCESTER"	"MANTUA TWP"	""	"FG"	1774.00	1481.84	83.53	78.80	4.72
"15"	"2990"	"030"	"GLOUCESTER"	"MANTUA TWP"	"CENTRE CITY E.S. "	"FG"	280.00	239.96	85.70	78.80	6.89
"15"	"2990"	"040"	"GLOUCESTER"	"MANTUA TWP"	"J MASON TOMLIN           "	"FG"	1365.00	1129.69	82.76	78.80	3.95
"15"	"2990"	"050"	"GLOUCESTER"	"MANTUA TWP"	"SEWELL E.S. "	"FG"	129.00	111.98	86.80	78.80	8.00
"15"	"3280"	"   "	"GLOUCESTER"	"MONROE TOWNSHIP (GLOUCESTER)"	""	"CD"	7065.00	5243.78	74.22	68.63	5.58
"15"	"3280"	"050"	"GLOUCESTER"	"MONROE TOWNSHIP (GLOUCESTER)"	"WILLIAMSTOWN H.S."	"CD"	876.00	768.81	87.76	68.63	19.12
"15"	"3280"	"075"	"GLOUCESTER"	"MONROE TOWNSHIP (GLOUCESTER)"	"HOLLY GLEN E.S. "	"CD"	597.00	452.12	75.73	68.63	7.09
"15"	"3280"	"090"	"GLOUCESTER"	"MONROE TOWNSHIP (GLOUCESTER)"	"OAK KNOLL ELEM SCHOOL "	"CD"	596.00	451.11	75.68	68.63	7.05
"15"	"3280"	"095"	"GLOUCESTER"	"MONROE TOWNSHIP (GLOUCESTER)"	"RADIX E.S. "	"CD"	755.00	645.80	85.53	68.63	16.89
"15"	"3280"	"100"	"GLOUCESTER"	"MONROE TOWNSHIP (GLOUCESTER)"	"WHITEHALL E.S. "	"CD"	394.00	301.01	76.39	68.63	7.75
"15"	"3280"	"110"	"GLOUCESTER"	"MONROE TOWNSHIP (GLOUCESTER)"	"WILLIAMSTOWN MIDDLE SCH  "	"CD"	3845.00	2624.77	68.26	68.63	-0.37
"15"	"3490"	"   "	"GLOUCESTER"	"NATIONAL PARK BORO"	""	"B "	306.00	234.98	76.79	63.76	13.02
"15"	"3490"	"050"	"GLOUCESTER"	"NATIONAL PARK BORO"	"NATIONAL PARK            "	"B "	306.00	234.98	76.79	63.76	13.02
"15"	"4020"	"   "	"GLOUCESTER"	"PAULSBORO"	""	"A "	1217.00	612.01	50.28	51.53	-1.24
"15"	"4020"	"050"	"GLOUCESTER"	"PAULSBORO"	"PAULSBORO H.S."	"A "	211.00	140.96	66.80	51.53	15.27
"15"	"4020"	"050"	"GLOUCESTER"	"PAULSBORO"	"PAULSBORO HIGH           "	"A "	302.00	117.02	38.74	51.53	-12.78
"15"	"4020"	"070"	"GLOUCESTER"	"PAULSBORO"	"LOUDENSLAGER             "	"A "	704.00	354.02	50.28	51.53	-1.24
"15"	"4140"	"   "	"GLOUCESTER"	"PITMAN"	""	"FG"	1817.00	1399.89	77.04	78.80	-1.75
"15"	"4140"	"050"	"GLOUCESTER"	"PITMAN"	"PITMAN H.S."	"FG"	236.00	193.99	82.20	78.80	3.39
"15"	"4140"	"060"	"GLOUCESTER"	"PITMAN"	"ELWOOD KINDLE            "	"FG"	271.00	224.95	83.00	78.80	4.20
"15"	"4140"	"065"	"GLOUCESTER"	"PITMAN"	"MEMORIAL ELEM SCHOOL     "	"FG"	284.00	201.02	70.78	78.80	-8.01
"15"	"4140"	"075"	"GLOUCESTER"	"PITMAN"	"PITMAN MIDDLE SCHOOL     "	"FG"	770.00	587.95	76.35	78.80	-2.44
"15"	"4140"	"080"	"GLOUCESTER"	"PITMAN"	"W.C.K. WALLS             "	"FG"	256.00	192.00	75.00	78.80	-3.79
"15"	"4880"	"   "	"GLOUCESTER"	"SOUTH HARRISON TWP"	""	"FG"	448.00	371.91	83.01	78.80	4.21
"15"	"4880"	"050"	"GLOUCESTER"	"SOUTH HARRISON TWP"	"SOUTH HARRISON ELEM SCH  "	"FG"	448.00	371.91	83.01	78.80	4.21
"15"	"4940"	"   "	"GLOUCESTER"	"DELSEA REGIONAL"	""	"CD"	1687.00	1298.97	76.99	68.63	8.36
"15"	"4940"	"050"	"GLOUCESTER"	"DELSEA REGIONAL"	"DELSEA REGIONAL H.S."	"CD"	597.00	536.05	89.79	68.63	21.15
"15"	"4940"	"060"	"GLOUCESTER"	"DELSEA REGIONAL"	"DELSEA REGIONAL MIDDLE   "	"CD"	1090.00	762.92	69.99	68.63	1.35
"15"	"5120"	"   "	"GLOUCESTER"	"SWEDESBORO-WOOLWICH"	""	"DE"	2110.00	1735.99	82.27	75.81	6.45
"15"	"5120"	"060"	"GLOUCESTER"	"SWEDESBORO-WOOLWICH"	"WALTER H HILL            "	"DE"	451.00	378.00	83.81	75.81	8.00
"15"	"5120"	"080"	"GLOUCESTER"	"SWEDESBORO-WOOLWICH"	"HARKER"	"DE"	1659.00	1357.98	81.85	75.81	6.04
"15"	"5500"	"   "	"GLOUCESTER"	"WASHINGTON TOWNSHIP"	""	"FG"	9541.00	7770.95	81.44	78.80	2.64
"15"	"5500"	"010"	"GLOUCESTER"	"WASHINGTON TOWNSHIP"	"WASHINGTON TOWNSHIP H.S."	"FG"	1295.00	1201.06	92.74	78.80	13.94
"15"	"5500"	"020"	"GLOUCESTER"	"WASHINGTON TOWNSHIP"	"BUNKER HILL MIDDLE SCH   "	"FG"	1463.00	1137.94	77.78	78.80	-1.02
